Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2022,County,Santa Barbara,Sheriff,Computer Systems Specialist II,FALSE,FALSE,Extra Help,85694,103106,,94668,3197,0,0,97865,7947,0,0,10448,18395,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Department Business Specialist II,FALSE,FALSE,,85617,103006,,97852,0,0,0,97852,24472,0,0,13878,38350,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,District Attorney,District Attorney Investigator II,FALSE,FALSE,,109456,132556,,91260,3140,0,3396,97796,14422,0,0,6436,20858,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Department Business Specialist II,FALSE,FALSE,,85617,103006,,97767,0,0,0,97767,22697,0,0,13998,36695,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Occupational/Physical Therapist II,FALSE,FALSE,,93793,112992,,95914,0,0,1826,97740,9359,0,0,19239,28598,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Refuse Leader,FALSE,FALSE,,84552,101566,,89715,5316,0,2687,97718,24775,0,180,20772,45727,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Social Services Supervisor I,FALSE,FALSE,,72607,87160,,83426,1388,0,12904,97718,7211,0,310,12828,20349,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Cost Analyst I,FALSE,FALSE,,87766,105635,,97713,0,0,0,97713,8341,0,0,12096,20437,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Extra Help,FALSE,FALSE,,90956,109980,,64001,18604,12430,2635,97670,51100,0,0,7342,58442,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,General Services,Team/Project Leader-General,FALSE,FALSE,,85197,123970,,97644,0,0,0,97644,8202,0,235,10553,18990,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Eligibility Supervisor,FALSE,FALSE,,65295,78185,,74232,21583,0,1826,97641,8791,0,273,12092,21156,2% @ 65,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,General Services,Administrative Leader-General,FALSE,FALSE,,72987,105797,,95602,0,0,2024,97626,21836,0,230,10520,32586,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Planning & Development,Planner III,FALSE,FALSE,,96433,116220,,97105,519,0,0,97624,8163,0,0,10428,18591,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Hazardous Materials Specialist II,FALSE,FALSE,,78938,94904,,91590,1976,0,4040,97606,7851,0,0,10424,18275,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Department Business Specialist II,FALSE,FALSE,,85617,103006,,97087,484,0,0,97571,8316,0,0,12292,20608,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer,FALSE,FALSE,,79758,102022,,86503,9241,0,1779,97523,13561,0,0,11720,25281,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Clerk-Recorder-Assessor,Computer Systems Specialist II,FALSE,FALSE,,85694,103106,,96127,1356,0,28,97511,8072,0,0,10524,18596,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Clerk-Recorder-Assessor,Assessment Supervisor,FALSE,FALSE,Extra Help,96254,116000,,95633,0,0,1826,97459,25968,0,0,29628,55596,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer,FALSE,FALSE,,79758,102022,,95607,0,0,1791,97398,33839,0,0,12428,46267,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Practitioner II,FALSE,FALSE,,79739,95838,,89919,0,5715,1750,97384,7696,0,0,9643,17339,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer Supervisor,FALSE,FALSE,,93962,120588,,97133,0,0,220,97353,40021,0,0,31448,71469,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Juvenile Institutions Officer Senior,FALSE,FALSE,,74547,95170,,90683,3460,0,3186,97329,31975,0,0,10448,42423,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Social Services Worker Senior,FALSE,FALSE,,67856,81363,,80209,9895,0,7208,97312,19330,0,289,10448,30067,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Social Services Practitioner,FALSE,FALSE,,72607,87160,,82066,13747,0,1471,97284,6900,0,296,10520,17716,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer,FALSE,FALSE,,79758,102022,,94934,574,0,1749,97257,34395,0,0,14846,49241,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer Senior,FALSE,FALSE,,85014,108892,,95461,31,0,1755,97247,32995,0,0,10444,43439,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Environmental Health Specialist Senior,FALSE,FALSE,,86372,103975,,94696,666,0,1826,97188,25142,0,0,18254,43396,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Department Business Specialist II,FALSE,FALSE,,85617,103006,,97169,0,0,0,97169,24472,0,0,14846,39318,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Department Business Specialist II,FALSE,FALSE,,85617,103006,,97169,0,0,0,97169,24472,0,0,14846,39318,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer Senior,FALSE,FALSE,,85014,108892,,94787,549,0,1749,97085,14910,0,0,0,14910,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Department Business Specialist II,FALSE,FALSE,,85617,103006,,97067,0,0,0,97067,24472,0,0,14846,39318,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Community Services,Water & Sewage Plant Operator Chief,FALSE,FALSE,,76022,91304,,77740,4765,0,14532,97037,25192,0,162,22114,47468,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Community Services,Housing Program Specialist Senior,FALSE,FALSE,,88088,106030,,97008,0,0,0,97008,8772,0,0,12874,21646,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,55289,28245,777,12664,96975,25348,0,0,10532,35880,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Public Health Program Coordinator,FALSE,FALSE,,81854,98417,,96967,0,0,0,96967,8142,0,0,10520,18662,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Planning & Development,Planner III,FALSE,FALSE,,96433,116220,,96925,0,0,0,96925,8146,0,0,10424,18570,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Juvenile Institutions Officer,FALSE,FALSE,,70023,89292,,79379,8997,0,8529,96905,14376,0,0,12874,27250,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer,FALSE,FALSE,,79758,102022,,96653,0,0,220,96873,33876,0,0,13316,47192,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,District Attorney,Team/Project Leader-General,FALSE,FALSE,,85197,123970,,95565,0,0,1292,96857,8014,0,229,0,8243,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Enterprise Leader-General,FALSE,FALSE,,120035,175885,,96852,0,0,0,96852,18325,0,277,28179,46781,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Accountant III,FALSE,FALSE,,85775,103201,,96845,0,0,0,96845,8332,0,0,12802,21134,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Medical Records Administrator,FALSE,FALSE,,82229,98877,,96728,0,0,0,96728,8180,0,0,8786,16966,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Quality Assurance Coordinator,FALSE,FALSE,,96556,116368,,95181,0,0,1521,96702,23333,0,0,10524,33857,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Case Worker,FALSE,FALSE,,63794,76369,,75366,17355,0,3965,96686,19097,0,0,0,19097,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Quality Assurance Coordinator,FALSE,FALSE,,96556,116368,,96600,0,0,0,96600,8773,0,0,18904,27677,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Civil Engineering Associate II,FALSE,FALSE,,87574,105446,,96553,0,0,0,96553,8317,0,0,12878,21195,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Social Services Worker Senior,FALSE,FALSE,,67856,81363,,67102,12507,13909,2922,96440,6769,0,284,22005,29058,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Accountant III,FALSE,FALSE,,85775,103201,,96428,0,0,0,96428,8324,0,0,12874,21198,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Practitioner II,FALSE,FALSE,,79739,95838,,94579,0,0,1826,96405,8082,0,0,0,8082,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Civil Engineering Associate II,FALSE,FALSE,,87574,105446,,96402,0,0,0,96402,8095,0,0,10520,18615,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Social Services Supervisor II,FALSE,FALSE,,84787,102030,,95255,822,0,313,96390,23269,0,348,11748,35365,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Deputy,FALSE,FALSE,,90956,109980,,92671,1639,0,2069,96379,16618,0,0,23492,40110,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Nurse,FALSE,FALSE,,87632,105481,,94442,0,0,1826,96268,8077,0,0,10448,18525,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Agricultural Commissioner/W&M,Ag Bio/W&M Inspector III,FALSE,FALSE,,80438,96695,,92892,973,0,2386,96251,8200,0,0,12096,20296,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Deputy,FALSE,FALSE,,90956,109980,,76360,14178,0,5697,96235,13852,0,0,30248,44100,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Social Services Worker Senior,FALSE,FALSE,,67856,81363,,71757,13726,0,10724,96207,18336,0,289,19404,38029,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer,FALSE,FALSE,,79758,102022,,86723,7657,0,1805,96185,13411,0,0,8512,21923,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Practitioner II,FALSE,FALSE,,79739,95838,,94340,0,0,1826,96166,23209,0,0,10520,33729,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Juvenile Institutions Officer,FALSE,FALSE,,70023,89292,,77678,12150,0,6333,96161,29192,0,0,12271,41463,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Practitioner II,FALSE,FALSE,,79739,95838,,89941,0,0,6203,96144,8449,0,0,14946,23395,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Agricultural Commissioner/W&M,Ag Bio/W&M Inspector III,FALSE,FALSE,,80438,96695,,95193,0,0,837,96030,8070,0,0,10557,18627,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Social Services Worker Senior,FALSE,FALSE,,67856,81363,,80133,13218,0,2672,96023,19770,0,289,10524,30583,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Executive Office,Program/Business Leader-General,FALSE,FALSE,,104358,152522,,95954,0,0,0,95954,8053,0,231,10448,18732,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Refuse Supervisor,FALSE,FALSE,,90956,109381,,90811,1401,0,3725,95937,26880,0,194,27407,54481,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,FALSE,FALSE,,79664,96150,,73855,11730,0,10297,95882,38481,0,0,34844,73325,3% @ 50,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Firefighter Shift,FALSE,FALSE,,64309,77214,,75128,16315,0,4417,95860,12552,0,0,11511,24063,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer Senior,FALSE,FALSE,,85014,108892,,94606,991,0,220,95817,36150,0,0,21960,58110,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Deputy,FALSE,FALSE,,90956,109980,,84028,5116,0,6668,95812,13845,0,0,12096,25941,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Animal Control Officer Supervisor,FALSE,FALSE,,72794,87360,,67437,14634,13105,544,95720,10828,0,0,7836,18664,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Agricultural Commissioner/W&M,Ag Bio/W&M Inspector III,FALSE,FALSE,,80438,96695,,93550,340,0,1826,95716,8165,0,0,12096,20261,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Firefighter Shift,FALSE,FALSE,,64309,77214,,71946,14309,0,9447,95702,13335,0,0,8364,21699,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Department Business Specialist II,FALSE,FALSE,,85617,103006,,93412,440,0,1826,95678,22994,0,0,0,22994,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Computer Systems Specialist II,FALSE,FALSE,,85694,103106,,95629,0,0,48,95677,24496,0,0,14062,38558,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Accountant III,FALSE,FALSE,,85775,103201,,95595,0,0,80,95675,8241,0,0,12092,20333,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Agricultural Commissioner/W&M,Ag Bio/W&M Inspector III,FALSE,FALSE,,80438,96695,,93388,447,0,1826,95661,23412,0,0,11954,35366,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Maintenance Supervisor,FALSE,FALSE,,80694,97001,,94600,988,0,0,95588,23045,0,172,10524,33741,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Auditor-Controller,Accountant-Auditor III,FALSE,FALSE,,85775,103201,,95561,0,0,0,95561,23403,0,0,12016,35419,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,General Services,Facilities Supervisor,FALSE,FALSE,,86607,104079,,95553,0,0,0,95553,23029,0,172,10444,33645,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Accountant III,FALSE,FALSE,,85775,103201,,95528,0,0,0,95528,8435,0,0,10352,18787,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Team Supervisor-Practitioner,FALSE,FALSE,,85008,102274,,89637,0,0,5887,95524,8025,0,0,10524,18549,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Public Health Nutritionist,FALSE,FALSE,,75764,90992,,89634,0,0,5890,95524,8022,0,0,10524,18546,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Public Health Program Coordinator,FALSE,FALSE,,81854,98417,,93673,0,0,1826,95499,23014,0,0,10448,33462,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Department Business Specialist II,FALSE,FALSE,,85617,103006,,90042,5410,0,0,95452,22180,0,0,8512,30692,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Program/Business Leader-Division Chief,FALSE,FALSE,,152572,224324,,51549,0,39559,4344,95452,20407,0,130,5290,25827,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Deputy Probation Officer,FALSE,FALSE,,79758,102022,,93295,340,0,1749,95384,14416,0,0,8512,22928,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Auditor-Controller,Audit Supervisor,FALSE,FALSE,,115455,139443,,90538,0,0,4835,95373,24485,0,0,13509,37994,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Juvenile Institutions Officer,FALSE,FALSE,,70023,89292,,79780,11386,0,4143,95309,29203,0,0,12096,41299,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Agricultural Commissioner/W&M,Ag Bio/W&M Inspector III,FALSE,FALSE,,80438,96695,,94858,408,0,0,95266,8000,0,0,8508,16508,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Cook Sheriffs Institutions,FALSE,FALSE,,53772,64133,,61560,31130,0,2564,95254,15853,0,114,12092,28059,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,General Services,Team/Project Leader-General,FALSE,FALSE,,85197,123970,,95204,0,0,0,95204,7988,0,229,10444,18661,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Probation,Juvenile Institutions Officer Senior,FALSE,FALSE,,74547,95170,,84361,6722,0,4076,95159,32412,0,0,12092,44504,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Environmental Health Specialist Senior,FALSE,FALSE,,86372,103975,,93999,1158,0,0,95157,22766,0,0,10920,33686,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Administrative Office Professional Senior,FALSE,FALSE,,71444,86875,,82738,12394,0,0,95132,19960,0,0,10524,30484,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Electronic Data Processing Systems & Programmer Analyst II,FALSE,FALSE,,97512,117537,,95105,0,0,0,95105,26953,0,0,27611,54564,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Clerk-Recorder-Assessor,Administrative Office Professional Senior,FALSE,FALSE,,71444,86875,,85520,7746,0,1826,95092,21079,0,0,10524,31603,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Public Health Program Coordinator,FALSE,FALSE,,81854,98417,,95009,0,0,0,95009,21686,0,0,12242,33928,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Clerk-Recorder-Assessor,Administrative Office Professional Senior,FALSE,FALSE,,71444,86875,,85520,7625,0,1826,94971,21079,0,0,10524,31603,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Planning & Development,Planner II,FALSE,FALSE,,83978,101017,,94933,0,0,0,94933,8067,0,0,11428,19495,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Executive Office,Team/Project Leader-General,FALSE,FALSE,,85197,123970,,64509,0,30316,0,94825,14451,0,156,6485,21092,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Practitioner II,FALSE,FALSE,,79739,95838,,90095,0,0,4729,94824,8325,0,0,14846,23171,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Firefighter Shift,FALSE,FALSE,,64309,77214,,64508,23574,0,6703,94785,12907,0,0,11607,24514,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Team/Project Leader-General,FALSE,FALSE,,85197,123970,,94769,0,0,0,94769,24392,0,262,24707,49361,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Auditor-Controller,Financial Accounting Analyst,FALSE,FALSE,,97512,117537,,94761,0,0,0,94761,7952,0,0,10448,18400,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Practitioner II,FALSE,FALSE,,79739,95838,,94686,0,0,0,94686,7957,0,0,10524,18481,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Practitioner II,FALSE,FALSE,,79739,95838,,92818,0,0,1826,94644,23209,0,0,12096,35305,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sbc Employee Retirement System,Administrative Office Professional Expert,FALSE,FALSE,,91279,111455,,92933,1687,0,0,94620,7805,0,0,10524,18329,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Building Maintenance Supervisor,FALSE,FALSE,,79450,95341,,93931,688,0,0,94619,22651,0,169,10520,33340,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Sheriffs Helicopter Pilot,FALSE,FALSE,,103278,125023,,64972,20099,0,9528,94599,11499,0,0,13930,25429,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
